,Longitude,Latitude,YTest,YPred
0,90.24539,23.802571,107.92,123.38913
1,90.246581,23.754298,126.51,135.6978
2,90.277077,23.702157,147.44,161.31151
3,90.388647,23.628,120.94,172.93446
4,90.350573,23.877666,202.03,190.97743
5,90.342201,23.826986,320.26,243.0252
6,90.339601,23.792572,225.63,194.71338
7,90.359274,23.716059,340.09,330.745
8,90.4825378,23.7640048,92.84,112.58531
9,90.484506,23.808202,81.26,89.13254
10,90.548478,23.83271,187.61,189.94931
11,90.514128,23.62842,231.42,167.07726
