Model,R²,RMSE,MAE,SMAPE
1. Transformer CNN GNN MLP,0.7671913906063343,23.100827737398088,20.012191467285152,12.699342742212608
2. GNN MLP AE,0.9724535819737213,7.946220096951289,6.507119903564448,4.255997642923568
3. CNN GNN MLP PG,-1.416425899042176,74.4243009543129,45.40369003295898,23.21778492978779
4. GNN MLP,0.7794836753305187,22.48269640300621,20.187963256835932,17.294356040757343
5. Stacked CNN GNN MLP,0.8302715558529509,19.724469811697357,17.14134757995605,11.195211074077417
