,Feature,Importance
0,IDW Cu > 0.91,40.67855942082697
1,IDW Pb > 0.63,37.53052732623117
2,Num Brick Field <= 1.62,-34.862967632434255
3,Num Industry <= 1.89,-20.946583957188505
4,0.07 < IDW Fe <= 1.13,17.824513617082882
5,IDW Ni > 1.28,14.181492967802848
6,IDW Cd > 0.13,8.209413672956847
7,IDW As <= -0.58,-6.0950522090983155
8,-1.48 < IDW Clay <= -1.06,-5.979790040064445
9,IDW Cr > 0.68,3.7817063355235003
